	struct	inchi_key	method	status
1361	C(C(C(C=CCO)=O)(C(C)O)O)=O	OAHMYEINNXIFRN-UHFFFAOYSA-N	chemaxon	valid
1362	C(C=CC(C(CO)(C(C)O)O)=O)=O	RETMSDGXZLLHHS-UHFFFAOYSA-N	chemaxon	valid
1363	C(C(C(C)O)(C(C(C=C)=O)O)O)=O	BUJGTODNYSALTF-UHFFFAOYSA-N	chemaxon	valid
1364	C(C(C(C(C=C)=O)(C(C)O)O)O)=O	BXKKVNWWAQHIMR-UHFFFAOYSA-N	chemaxon	valid
1365	C(C(C(C)O)(C(C=CC=O)O)O)=O	VBDPSAFIKLAKNF-UHFFFAOYSA-N	chemaxon	valid
1366	C(C(C(C)O)(C(CO)N)O)=O	ZVWOARHSYMVKBY-UHFFFAOYSA-N	chemaxon	valid
1367	C(CO)(C(CO)(C(CN)O)O)=O	MXJGUMSNHVOHEF-UHFFFAOYSA-N	chemaxon	valid
1368	C(CN)(C(CO)(C(CN)O)O)=O	OCBNLNPQANMTKT-UHFFFAOYSA-N	chemaxon	valid
1369	C(C(C(CO)O)(C(CN)O)O)(O)=O	OMTSNDLKXYYFAT-UHFFFAOYSA-N	chemaxon	valid
1370	C(C(C(CN)O)(C(CO)N)O)=O	RASQNAXRXNXRFZ-UHFFFAOYSA-N	chemaxon	valid
1371	C(C(CO)(C(CO)O)O)=O	XUSNIIKGKKSRDZ-UHFFFAOYSA-N	chemaxon	valid
1372	C(C(C(C)=O)(C(CO)O)O)=O	UZMKAOBHDMJGHD-UHFFFAOYSA-N	chemaxon	valid
1373	C(C)(C(CO)(C(CO)O)O)=O	PMOJLRZULAMBAW-UHFFFAOYSA-N	chemaxon	valid
1374	C(C(C(CO)O)(C(C(C)=O)O)O)=O	DDWCBLYNAASIMF-UHFFFAOYSA-N	chemaxon	valid
1375	C(C)(C(C(CO)O)(C(C=O)O)O)=O	YOQLZDKVORQBMA-UHFFFAOYSA-N	chemaxon	valid
1376	C(C(C=O)(C(CO)O)O)=O	YISRPXDHUJCRAD-UHFFFAOYSA-N	chemaxon	valid
1377	C(C(C(CO)O)(C(C=O)O)O)=O	MDXJYSDVRFRGDI-UHFFFAOYSA-N	chemaxon	valid
1378	C(CO)(C(CO)(C(CO)O)O)=O	DGMRXHQLISIJSG-UHFFFAOYSA-N	chemaxon	valid
1379	C(CN)(C(CO)(C(CO)O)O)=O	CSUKPWGXJYCOEK-UHFFFAOYSA-N	chemaxon	valid
1380	C(C(C(CO)O)(C(CO)N)O)=O	GGVIZMXAHBFYNO-UHFFFAOYSA-N	chemaxon	valid
1381	C(C(C(CO)O)(C(C=O)(C)O)O)=O	UWHOOGOQCXQIQF-UHFFFAOYSA-N	chemaxon	valid
1382	C(C(C(CO)O)(C(CO)(C)O)O)=O	DIVYMBPHHYUYFQ-UHFFFAOYSA-N	chemaxon	valid
1383	C(C(C(CO)O)(C(C)O)O)=O	DXBKAMXGCDVWGR-UHFFFAOYSA-N	chemaxon	valid
1384	C(C(C(CO)O)(C(CN)O)O)=O	MGKXNCNVFOFGIA-UHFFFAOYSA-N	chemaxon	valid
1385	C(CC(C(CO)(C(CO)O)O)=O)=O	WVVBMMUYIBSXAL-UHFFFAOYSA-N	chemaxon	valid
1386	C(C(C(CC(CO)O)=O)(CO)O)=O	FPXHDMPVJYWQCS-UHFFFAOYSA-N	chemaxon	valid
1387	C(CC(C=O)O)(C(CO)(CO)O)=O	JZPZGUGMYITZNT-UHFFFAOYSA-N	chemaxon	valid
1388	C(C(CO)(C(C=O)O)O)(CCO)=O	GOSAZDGYMFMOSY-UHFFFAOYSA-N	chemaxon	valid
1389	C(C1(C(C(C(C1)O)O)O)O)=O	WNJJVRVCOPWVRL-UHFFFAOYSA-N	chemaxon	valid
1390	C1(C(C(C(C1(C)O)O)O)O)=O	TYRPXPNVMPXQFO-UHFFFAOYSA-N	chemaxon	valid
1391	C(C1(CC(C(C1O)O)O)N)=O	WZLCHESQDPHYHX-UHFFFAOYSA-N	chemaxon	valid
1392	C1(C(C(C(C1(C)N)O)O)O)=O	NZNCMSWLVUHPDB-UHFFFAOYSA-N	chemaxon	valid
1393	C(C1(C(CC(C1)=O)O)O)=O	ZYBFDURORPHMLW-UHFFFAOYSA-N	chemaxon	valid
1394	C(C(C(CO)(CO)O)(CC=O)O)=O	PTSJWJUINXPRKO-UHFFFAOYSA-N	chemaxon	valid
1395	C(C(C(CO)(CO)O)O)(O)=O	WCFGGAKDAXZIAM-UHFFFAOYSA-N	chemaxon	valid
1396	C(C(C(C(CO)O)O)(CC=O)O)=O	OXTHRGMYWWETGE-UHFFFAOYSA-N	chemaxon	valid
1397	C(C(C(C(CO)O)O)O)(O)=O	QXKAIJAYHKCRRA-UHFFFAOYSA-M	database	valid
1398	C(C(C(CO)(CN)O)(CC=O)O)=O	ATGKNGZFRHUFRY-UHFFFAOYSA-N	chemaxon	valid
1399	C(C(C(CO)(CN)O)O)(O)=O	BWLQJHQXPIOMJA-UHFFFAOYSA-N	chemaxon	valid
1400	C(CC(C=O)(C(C(C)=O)O)O)=O	AWOKRSHDWZDWAV-UHFFFAOYSA-N	chemaxon	valid
1401	C(CC(C=O)(C(C=O)(C)O)O)=O	RNQVLTBNEIOMNE-UHFFFAOYSA-N	chemaxon	valid
1402	C(C(C)(C(C(O)=O)O)O)=O	AZFXWNDHXWNFRE-UHFFFAOYSA-M	database	valid
1403	C(CC(CO)(C(C(O)=O)O)O)=O	IGCWQIPTZLSHMY-UHFFFAOYSA-N	chemaxon	valid
1404	C(C(C(C)(C(C=O)O)O)O)(O)=O	PBNRMOZOLQXIHV-UHFFFAOYSA-N	chemaxon	valid
1405	C(C(C(C=O)(CC(CO)=O)O)O)=O	DZBOZYPGOJVRDH-UHFFFAOYSA-N	chemaxon	valid
1406	C(CC(C=O)(C(C=O)O)O)=O	MEPGXELVFNMIGD-UHFFFAOYSA-N	chemaxon	valid
1407	C(C(C(C)(C(CO)O)O)O)(O)=O	MIQLKXWRLICNSM-UHFFFAOYSA-N	chemaxon	valid
1408	C(C(CO)(CC(CO)=O)O)=O	RHBBDYUCVCIMPI-UHFFFAOYSA-N	chemaxon	valid
1409	C(C(C(C)O)(CC(CO)=O)O)=O	AQVXRWRSDDQOEK-UHFFFAOYSA-N	chemaxon	valid
1410	C(C(C(CN)O)(CC(CO)=O)O)=O	QFPRKEVAHWHLIK-UHFFFAOYSA-N	chemaxon	valid
1411	C(C(CO)(CC=O)O)=O	KPIRBDFOWFFOHW-UHFFFAOYSA-N	chemaxon	valid
1412	C(C(CO)(CC=O)O)(C(CO)O)=O	MDRFRERIKVKGPY-UHFFFAOYSA-N	chemaxon	valid
1413	C(C(C(CO)(CC(CO)O)O)=O)=O	LIGCHMYFVGDLCK-UHFFFAOYSA-N	chemaxon	valid
1414	C(C(CO)(CC(C(CO)=O)O)O)=O	DJAFDUMZUWLZBT-UHFFFAOYSA-N	chemaxon	valid
1415	C(C(CC(C(CO)=O)(CO)O)O)=O	YIWYSGKSVLAIRU-UHFFFAOYSA-N	chemaxon	valid
1416	C(C(C(C(CO)(CCO)O)=O)O)=O	RHOVNOFUQJOOBI-UHFFFAOYSA-N	chemaxon	valid
1417	C(CO)(C(CO)(CC(CO)=O)O)=O	IRRJCNJEKQGHEK-UHFFFAOYSA-N	chemaxon	valid
1418	C(C(CO)(CC(C(C=O)O)O)O)=O	RYPNPJLNGKZPQX-UHFFFAOYSA-N	chemaxon	valid
1419	C(C(C(C=O)O)O)(C(CO)(C)O)=O	LOQLGVMSKQYORI-UHFFFAOYSA-N	chemaxon	valid
1420	C(C(CO)(CC=O)N)(C(CO)O)=O	KXOIOAOUUFFDPP-UHFFFAOYSA-N	chemaxon	valid
1421	C(C(C(CO)(CC(CO)O)N)=O)=O	VQJQSGSQWXVNBU-UHFFFAOYSA-N	chemaxon	valid
1422	C(C(CO)(CC(C(CO)=O)N)O)=O	NDBRFURNPLZEEL-UHFFFAOYSA-N	chemaxon	valid
1423	C(C(CC(C(CO)=O)(CO)N)O)=O	ZCGHHTKCVVAYNA-UHFFFAOYSA-N	chemaxon	valid
1424	C(C(C(C(CO)(CCO)N)=O)O)=O	DTBNGCBQYDFERW-UHFFFAOYSA-N	chemaxon	valid
1425	C(CN)(C(CO)(CC(CO)=O)O)=O	SQLQFTJZIJOWQQ-UHFFFAOYSA-N	chemaxon	valid
1426	C(C(CO)(CC(C(C=O)O)O)N)=O	NAFWDSUIOWXLGM-UHFFFAOYSA-N	chemaxon	valid
1427	C(C(C(C=O)O)O)(C(CO)(C)N)=O	XPGFDSFETGHNRX-UHFFFAOYSA-N	chemaxon	valid
1428	C(C(CO)(CC(C(CO)N)=O)O)=O	HNHVJEIESJDSEY-UHFFFAOYSA-N	chemaxon	valid
1429	C(C)(C(CO)(CC(C=O)=O)O)=O	ZBQVECAOZLTLBY-UHFFFAOYSA-N	chemaxon	valid
1430	C(C(CO)(CC=O)O)(CC=O)=O	VIQTYLJAMSQKEX-UHFFFAOYSA-N	chemaxon	valid
1431	C(C(CO)(CC(C(C)=O)=O)O)=O	FGWGOBPQCWTPTH-UHFFFAOYSA-N	chemaxon	valid
1432	C(C(CO)(CC(CC=O)=O)O)=O	GXJICVOKSJKNJW-UHFFFAOYSA-N	chemaxon	valid
1433	C1(C(CO)(O)OC(C(CO)O)C1)=O	JOPPPZVSYKFSJX-UHFFFAOYSA-N	chemaxon	valid
1434	C1(C(CO)(O)OC(C(C1)O)CO)=O	FMZYLPODCBKZQS-UHFFFAOYSA-N	chemaxon	valid
1435	C1(C(CO)(O)OCC(C(C1)O)O)=O	CFTNLTCSGPAEFM-UHFFFAOYSA-N	chemaxon	valid
1436	C(C(C=CC(CO)=O)(CO)O)=O	RRADNGBQFCKXCM-UHFFFAOYSA-N	chemaxon	valid
1437	C(C(CO)(CC(C(CO)O)=O)N)=O	DXFDTDKWUTUFHB-UHFFFAOYSA-N	chemaxon	valid
1438	C(C(CO)(CC(C(CN)O)=O)O)=O	GYHDJKRXVREFLD-UHFFFAOYSA-N	chemaxon	valid
1439	C(C(CCO)(C(C(O)=O)O)O)=O	OVVOHGDNGADIIF-UHFFFAOYSA-N	chemaxon	valid
1440	C(C(C(CO)(CCO)O)O)(O)=O	BOIHGCDOVPUSJX-UHFFFAOYSA-N	chemaxon	valid
1441	C(C(C(C(C=O)(CC=O)O)O)O)=O	ZWTRTHUTXIYNKC-UHFFFAOYSA-N	chemaxon	valid
1442	C(C(C(C(C=O)O)O)O)(O)=O	VQUZNVATTCZTQO-UHFFFAOYSA-N	chemaxon	valid
1443	C(C(C(CO)(C)O)(CC=O)O)=O	VECIWFWVMKZNGW-UHFFFAOYSA-N	chemaxon	valid
1444	C(C(C(CO)(C)O)O)(O)=O	UAIZUGKXCFPNDO-UHFFFAOYSA-M	database	valid
1445	C(C(C(C)O)(CC=O)O)=O	OYGWGVUUWLYYNE-UHFFFAOYSA-N	chemaxon	valid
1446	C(C(C(CN)O)(CC=O)O)=O	WZQHBGBYQBOKIK-UHFFFAOYSA-N	chemaxon	valid
1447	C(C(C(C(C(C=O)O)O)O)O)(O)=O	IAJILQKETJEXLJ-UHFFFAOYSA-N	chemaxon	valid
1448	C(C(C(C)O)O)(O)=O	LOUGYXZSURQALL-UHFFFAOYSA-M	database	valid
1449	C(C)(C(C(C)O)(CC(C=O)=O)O)=O	SZUWUFLDHZTJNY-UHFFFAOYSA-N	chemaxon	valid
1450	C(C(C(C)O)(CC=O)O)(CC=O)=O	KIZRAYWZGBDCGW-UHFFFAOYSA-N	chemaxon	valid
1451	C(C(C(C)O)(CC(C(C)=O)=O)O)=O	MGYCTFZVVZIQMQ-UHFFFAOYSA-N	chemaxon	valid
1452	C(C(C(C)O)(CC(CC=O)=O)O)=O	DYURIIPEEQWFNZ-UHFFFAOYSA-N	chemaxon	valid
1453	C(C(C=CC(CO)=O)(C(C)O)O)=O	NMHUVRYZPZKGQS-UHFFFAOYSA-N	chemaxon	valid
1454	C(C(C(CO)(C(CO)O)O)O)(O)=O	OEMXRTAFJGQTGJ-UHFFFAOYSA-N	chemaxon	valid
1455	C(C(C(CN)O)O)(O)=O	WITVYMTUWTVRND-UHFFFAOYSA-N	chemaxon	valid
1456	C(C(C(CN)(C(CO)O)O)O)(O)=O	LBAKMSPIGDPWDS-UHFFFAOYSA-N	chemaxon	valid
1457	C(C(C(C(C(CO)N)O)O)O)(O)=O	TWRBLFYGIMLXMO-UHFFFAOYSA-N	chemaxon	valid
1458	C(C(C(CO)O)(CC(CO)=O)O)=O	QDONWDTUVQVOCP-UHFFFAOYSA-N	chemaxon	valid
1459	C(C(C(CO)O)(CC=O)O)=O	TXIVWMLJMZFCNJ-UHFFFAOYSA-N	chemaxon	valid
1460	C(C(CO)(CC(C(CO)O)=O)O)=O	PCFAVTAEPMQPBY-UHFFFAOYSA-N	chemaxon	valid
1461	C(C(C(CO)O)OC(CO)=O)=O	SAWHHXBASSJECL-UHFFFAOYSA-N	chemaxon	valid
1462	C(C(C(CO)OC(CO)=O)O)=O	VQXOBLMCBFZVRA-UHFFFAOYSA-N	chemaxon	valid
1463	C(C(C(COC(CO)=O)O)O)=O	LHUWYZYADSDVSO-UHFFFAOYSA-N	chemaxon	valid
1464	C1(C(CNC1C(CO)O)O)=O	NYGCJDBWHCEHCX-UHFFFAOYSA-N	chemaxon	valid
1465	C1(C(C(CO)O)NCC1N)=O	IRDSMVZOOOYRMO-UHFFFAOYSA-N	chemaxon	valid
1466	C(C1C(CC(CO)N1)=O)=O	APIRJTFSFBHYHR-UHFFFAOYSA-N	chemaxon	valid
1467	C1(CC(C=O)NC1CO)=O	HBLPOUNNMASZRD-UHFFFAOYSA-N	chemaxon	valid
1468	C1(C(C(C=O)O)NCC1)=O	KDHZABWZBDKGIB-UHFFFAOYSA-N	chemaxon	valid
1469	C(C(C(C)=O)NCC(CO)=O)=O	QSPCLKGUOQAAKE-UHFFFAOYSA-N	chemaxon	valid
1470	C(C)(C(CO)NCC(CO)=O)=O	CJOVFRFJQHCCEW-UHFFFAOYSA-N	chemaxon	valid
1471	C(CO)(CNC(C(CN)=O)CO)=O	MWGOZYRLCKPNPX-UHFFFAOYSA-N	chemaxon	valid
1472	C(C(C(C)=O)NCC=O)=O	MCHWUMBVKAKFFU-UHFFFAOYSA-N	chemaxon	valid
1473	C(C)(C(CO)NCC=O)=O	CUBAZIUAMIVOPE-UHFFFAOYSA-N	chemaxon	valid
1474	C(CNC(C(C)=O)C(C=O)O)=O	FSJQDRJPXVRPBP-UHFFFAOYSA-N	chemaxon	valid
1475	C(CNC(C(CN)=O)CO)=O	GFWPPSOBTSFMCO-UHFFFAOYSA-N	chemaxon	valid
1476	C(CNC(C(C)=O)CC(C=O)=O)=O	PWENFQCZCMCUMP-UHFFFAOYSA-N	chemaxon	valid
1477	C(CC(C(C(C)=O)NCC=O)=O)=O	BQCBGKRZIYLCBS-UHFFFAOYSA-N	chemaxon	valid
1478	C(C(C=O)NCC=O)(CC(C)=O)=O	GCMPBLIOFUXFOC-UHFFFAOYSA-N	chemaxon	valid
1479	C(C(C(CCC=O)=O)NCC=O)=O	YQWSKBLNFHHQJL-UHFFFAOYSA-N	chemaxon	valid
1480	C(C(C(C=CCO)=O)NCC=O)=O	OBKAOPZKQYDXAJ-UHFFFAOYSA-N	chemaxon	valid
1481	C(CNC(C(C=CC=O)=O)CO)=O	DBRZFBDHUUAINM-UHFFFAOYSA-N	chemaxon	valid
1482	C(C(C(C(C=C)=O)NCC=O)O)=O	VNHQSRFHEYDXBW-UHFFFAOYSA-N	chemaxon	valid
1483	C(C)(C(CC(C=O)=O)N)=O	PQIJVKVOGOFURX-UHFFFAOYSA-N	chemaxon	valid
1484	C(CC(C(C(C)=O)N)=O)=O	GRGYMZMKPLSBPG-UHFFFAOYSA-N	chemaxon	valid
1485	C(C(C=O)N)(CC(C)=O)=O	RSHBRAUAINCCKB-UHFFFAOYSA-N	chemaxon	valid
1486	C(C(C(CCC=O)=O)N)=O	XOGOXJQGVWTURJ-UHFFFAOYSA-N	chemaxon	valid
1487	C(C(C(C(C(C)=O)N)N)O)=O	BYVRZZGCXGOUPX-UHFFFAOYSA-N	chemaxon	valid
1488	C1(COC(C(CO)O)C1N)=O	CJHMLBUANKNWMS-UHFFFAOYSA-N	chemaxon	valid
1489	C1(COC(CO)C(C1N)O)=O	GGUPTBNGEQDWIB-UHFFFAOYSA-N	chemaxon	valid
1490	C1(C(C(CO)OC(C1)O)N)=O	OAEVUJLMUHZNQQ-UHFFFAOYSA-N	chemaxon	valid
1491	C1(C(C(O)OC(CO)C1)N)=O	KZLQGJQONDFQFJ-UHFFFAOYSA-N	chemaxon	valid
1492	C1(COCC(C(C1N)O)O)=O	NSZFDYRMSSJYNK-UHFFFAOYSA-N	chemaxon	valid
1493	C1(C(C(COC(C1)O)O)N)=O	KSOKHTDCWGBNAW-UHFFFAOYSA-N	chemaxon	valid
1494	C1(C(C(O)OCC(C1)O)N)=O	OWYYBXUDUIOUQA-UHFFFAOYSA-N	chemaxon	valid
1495	C1(C(COC(C(C1)O)O)N)=O	TWWYUJSWDYQVEJ-UHFFFAOYSA-N	chemaxon	valid
1496	C1(C(C(C(O)OCC1)O)N)=O	KWWZTBYCNOQCNF-UHFFFAOYSA-N	chemaxon	valid
1497	C(C(C(C=CCO)=O)N)=O	AYQSUHBPAQCCNT-UHFFFAOYSA-N	chemaxon	valid
1498	C(C=CC(C(CO)N)=O)=O	IHOMVDRSRIUTMO-UHFFFAOYSA-N	chemaxon	valid
1499	C(C(C(C(C=C)=O)N)O)=O	NASHIKAYRMXSJF-UHFFFAOYSA-N	chemaxon	valid
1500	C(CO)(C(C(C(CO)O)N)N)=O	YTQXGKSRARSVOT-UHFFFAOYSA-N	chemaxon	valid
1501	C(CN)(C(C(C(CO)O)N)N)=O	MXVZMEYQMOGTBW-UHFFFAOYSA-N	chemaxon	valid
1502	C(CC(C(C(CO)N)N)=O)=O	FXTGECGEHQUJSK-UHFFFAOYSA-N	chemaxon	valid
1503	C(C(C(CC(CO)N)=O)N)=O	JTXXJKVBTBMEQI-UHFFFAOYSA-N	chemaxon	valid
1504	C(CC(C=O)N)(C(CO)N)=O	IQLXFIRVDVRJLM-UHFFFAOYSA-N	chemaxon	valid
1505	C(CC(C=O)O)(C(CN)N)=O	FHSXZUQTPMNFIL-UHFFFAOYSA-N	chemaxon	valid
1506	C(C(C(C=O)N)N)(CCO)=O	DJBVAJGQLJAUFA-UHFFFAOYSA-N	chemaxon	valid
1507	C(C(C(C=O)O)N)(CCN)=O	IAWOKPFWQOMGHX-UHFFFAOYSA-N	chemaxon	valid
1508	C(C(C(CO)O)O)#CC=O	ZTKNOWXTPRDOSJ-UHFFFAOYSA-N	chemaxon	valid
1509	C(C(C=O)O)#CC(CO)O	FRRBRQVWXDJSIH-UHFFFAOYSA-N	chemaxon	valid
1510	C(CC(C(C(CO)O)O)O)(N)=O	OGYGFHBNULOMHN-UHFFFAOYSA-N	chemaxon	valid
1511	C(C(C(C(C(CO)O)O)O)O)(N)=O	JCZPMGDSEAFWDY-UHFFFAOYSA-N	chemaxon	valid
1512	C1(CC(C(C1CO)=O)O)=O	YRNCHCXIZZFVTN-UHFFFAOYSA-N	chemaxon	valid
1513	C1(C(CO)CC(C1O)=O)=O	CUEGMWJLCDUNPK-UHFFFAOYSA-N	chemaxon	valid
1514	C(C(C)=O)(C(C(CO)O)O)=O	JPNOFZPGVHGIAU-UHFFFAOYSA-N	chemaxon	valid
1515	C1(CCC(C1(CO)O)=O)=O	UNUONRWCNIEEMX-UHFFFAOYSA-N	chemaxon	valid
1516	C1(C(CO)(CC(C1)=O)O)=O	NHFKYDDGZISRFD-UHFFFAOYSA-N	chemaxon	valid
1517	C1(CC(C(C(C)=O)O1)O)=O	PHFLXSRNXDKRPZ-UHFFFAOYSA-N	chemaxon	valid
1518	C1(CC(C(CC=O)O1)O)=O	PUWQXAWLEAXGJE-UHFFFAOYSA-N	chemaxon	valid
1519	C1(COC(C(C)=O)C1O)=O	SQCNLQFRLGKLQK-UHFFFAOYSA-N	chemaxon	valid
1520	C(CC1C(C(CO1)=O)O)=O	XHGPTWFTRCSPQS-UHFFFAOYSA-N	chemaxon	valid
1521	C(C)(C1CC(C(O)O1)=O)=O	ICYLVAWEULIYIV-UHFFFAOYSA-N	chemaxon	valid
1522	C(CC1CC(C(O)O1)=O)=O	UXIGRHVYQUKTAT-UHFFFAOYSA-N	chemaxon	valid
1523	C1(CC(OC1C(C)=O)O)=O	DFTNKLXQVCSJCC-UHFFFAOYSA-N	chemaxon	valid
1524	C(CC1C(CC(O1)O)=O)=O	ZIWKSAVMRVUJAN-UHFFFAOYSA-N	chemaxon	valid
1525	C1(CC(CC(CO)O1)=O)=O	LVDBXKDINLLETC-UHFFFAOYSA-N	chemaxon	valid
1526	C1(CCC(OC1CO)=O)=O	QAHRRYZKJZWNQX-UHFFFAOYSA-N	chemaxon	valid
1527	C1(C(COC(CO)C1)=O)=O	GPRBTSQTOCGXTC-UHFFFAOYSA-N	chemaxon	valid
1528	C1(C(CO)OCC(C1)=O)=O	FKSGGBUQAFJDBP-UHFFFAOYSA-N	bypass	failed
1529	C1(CC(CC(CO1)O)=O)=O	QXLWKBFDVKWASD-UHFFFAOYSA-N	chemaxon	valid
1530	C1(CCC(OCC1O)=O)=O	HGYYZIUJXFJGNM-UHFFFAOYSA-N	chemaxon	valid
1531	C1(CC(C(CCO1)=O)O)=O	BXOMJOCKVIYSDK-UHFFFAOYSA-N	chemaxon	valid
1532	C1(CC(CC(CO1)=O)O)=O	OCFCFMSOOVNHFJ-UHFFFAOYSA-N	chemaxon	valid
1533	C1(C(COCC(C1)O)=O)=O	PLERLSXLSSAPSX-UHFFFAOYSA-N	chemaxon	valid
1534	C1(C(COCC(C1)=O)O)=O	PWCYGXKWAINUGT-UHFFFAOYSA-N	bypass	failed
1535	C1(CCOCC(C1O)=O)=O	BPIOXNMNEUFERL-UHFFFAOYSA-N	chemaxon	valid
1536	C1(COCC(CC1O)=O)=O	HOEJCJZHRPNYIS-UHFFFAOYSA-N	chemaxon	valid
1537	C1(CCOC(C(C1)=O)O)=O	ROUOWOZVQVRMQT-UHFFFAOYSA-N	bypass	failed
1538	C1(COC(C(CC1)=O)O)=O	MZILLJZZZMAFKN-UHFFFAOYSA-N	chemaxon	valid
1539	C1(C(CC(O)OCC1)=O)=O	SDMMEGMDDRJJLR-UHFFFAOYSA-N	chemaxon	valid
1540	C1(CC(OCC(C1)=O)O)=O	QGOYTZLJPRHOCB-UHFFFAOYSA-N	bypass	failed
1541	C(C(C=CC(C)=O)=O)=O	RFTMILUWMDIPHH-UHFFFAOYSA-N	chemaxon	valid
1542	C(CC=CC(C=O)=O)=O	GBEGXTBWIMGGLJ-UHFFFAOYSA-N	chemaxon	valid
1543	C(C=CC(C(C)=O)=O)=O	IBESTNWVPUXDLK-UHFFFAOYSA-N	chemaxon	valid
1544	C(CC(C=CC=O)=O)=O	MYBWEJPLHHAAGQ-UHFFFAOYSA-N	chemaxon	valid
1545	C=CC(CC(C=O)=O)=O	WLVPKAKHVUTKIN-UHFFFAOYSA-N	chemaxon	valid
1546	C(CC(C(C=C)=O)=O)=O	HFIQLUQPVCJYOQ-UHFFFAOYSA-N	chemaxon	valid
1547	C(CC(C=O)=O)=CC=O	DOVINBQPWYWNBH-UHFFFAOYSA-N	chemaxon	valid
1548	C(C(N)=CC=O)(CCO)=O	WDSUGMHOSSWWTN-UHFFFAOYSA-N	chemaxon	valid
1549	C(CO)(CC(N)=CC=O)=O	WZJWZOSPCYPUKJ-UHFFFAOYSA-N	chemaxon	valid
1550	C(C)(C(C(N)=CC=O)O)=O	DVKMLWAZYUAORO-UHFFFAOYSA-N	chemaxon	valid
1551	C(CC(C(N)=CC=O)O)=O	UZPPIHUFQXUURR-UHFFFAOYSA-N	chemaxon	valid
1552	C(C(C(N)=CC(C)=O)O)=O	LJYLHPBNWYNRRJ-UHFFFAOYSA-N	chemaxon	valid
1553	C(CC=C(C(C=O)O)N)=O	WOMMTORIUIXKRX-UHFFFAOYSA-N	chemaxon	valid
1554	C(CC(CC(C=O)=O)N)=O	QHQZDRUCUHCSSY-UHFFFAOYSA-N	chemaxon	valid
1555	C(C(CC(C(C)=O)=O)N)=O	OVXDHPJRXPETMU-UHFFFAOYSA-N	chemaxon	valid
1556	C(CCN)(CC(C=O)=O)=O	YEESBTRZLWVQBF-UHFFFAOYSA-N	chemaxon	valid
1557	C(CC(C(CCN)=O)=O)=O	LMBRXWNIERPBLT-UHFFFAOYSA-N	chemaxon	valid
1558	C1(COCC1O)=O	CTIATVAULSYRTQ-UHFFFAOYSA-N	chemaxon	valid
1559	C1(C(O)OCC1)=O	JQIIGVQREAWZBF-UHFFFAOYSA-N	chemaxon	valid
1560	C(C1C(C(C(CO)O1)O)O)=O	LKAPTZKZHMOIRE-UHFFFAOYSA-N	database	valid
1561	C1(C(CO)OC(CO)C1O)=O	KTLCKBKJSIVXON-UHFFFAOYSA-N	chemaxon	valid
1562	C1(C(CO)(O)OC(CO)C1)=O	QYQCBFODTYUOSC-UHFFFAOYSA-N	chemaxon	valid
1563	C1(C(CO)OC(CO)(C1)O)=O	LIYCBIFUBQINMK-UHFFFAOYSA-N	chemaxon	valid
1564	C1(C(CN)OC(CO)C1O)=O	NOPUEEAROCRBGU-UHFFFAOYSA-N	chemaxon	valid
1565	C1(C(CN)(O)OC(CO)C1)=O	XXLXFUSOONGDEU-UHFFFAOYSA-N	chemaxon	valid
1566	C1(C(CO)OC(CN)(C1)O)=O	NWMIXMWMFQKZDX-UHFFFAOYSA-N	chemaxon	valid
1567	C(CC1C(C(CO1)O)=O)=O	LYEMOAYNCRCRQE-UHFFFAOYSA-N	chemaxon	valid
1568	C(CC1(C(CCO1)=O)O)=O	LBUNAPMTNUOSEH-UHFFFAOYSA-N	chemaxon	valid
1569	C(CC1(CC(CO1)=O)O)=O	JGBIITNSKLTZEC-UHFFFAOYSA-N	chemaxon	valid
1570	C(C(C1CC(CO1)O)=O)=O	IIGUAQUZVQVKPB-UHFFFAOYSA-N	chemaxon	valid
1571	C(C1C(CC(C=O)O1)O)=O	KNHNTRLLCXOCIQ-UHFFFAOYSA-N	chemaxon	valid
1572	C(C1C(CC(C)(O1)O)=O)=O	NSXJCVPYLUGUCI-UHFFFAOYSA-N	chemaxon	valid
1573	C1(CC(C=O)OC1(C)O)=O	UIPPUBDLLYXEPJ-UHFFFAOYSA-N	chemaxon	valid
1574	C(C1C(C(C(C)O1)=O)O)=O	FBMXYRZUOZPWAT-UHFFFAOYSA-N	chemaxon	valid
1575	C1(CC(C(C(CO)O)O1)N)=O	SMMSBXZZPYNLIG-UHFFFAOYSA-N	chemaxon	valid
1576	C(C)(C1C(C(C(O1)O)O)N)=O	QRLRDIKJQJPYHK-UHFFFAOYSA-N	chemaxon	valid
1577	C(CC1C(C(C(O)O1)O)N)=O	PUGDXTCQJCWVLF-UHFFFAOYSA-N	chemaxon	valid
1578	C(C1C(C(C(CO1)O)O)O)=O	XRZIPPNVYYPJBM-UHFFFAOYSA-N	chemaxon	valid
1579	C1(C(CO)OCC(C1O)O)=O	VWKFMAHZLVYIFW-UHFFFAOYSA-N	chemaxon	valid
1580	C1(C(CO)(O)OCC(C1)O)=O	NGIIKESDRNWDEO-UHFFFAOYSA-N	chemaxon	valid
1581	C1(C(COC(CO)(C1)O)O)=O	FCYSCENWZKWMAC-UHFFFAOYSA-N	chemaxon	valid
1582	C1(C(C(CO)(O)OCC1)O)=O	NWOQDCMXLIYZAJ-UHFFFAOYSA-N	chemaxon	valid
